record_id,source,source_record_id,event_date,industry,report_type,event_type,description,what_went_wrong,corrective_action,cause,causal_factors,hazard,activity,location,equipment,worker_involvement,worker_exposure,injury_type,severity,hospitalization,amputation,loss_of_eye,fatality,high_potential,energy_vector,barrier_status,barrier_failure,life_saving_rule,sif_label,sif_label_source,data_quality,provenance
OSHA-2015010064,OSHA,2015010064,1/4/2015,721110,Severe Injury,Struck by or caught in swinging door or gate,"On or about 1/4/15 at 6:05 pm, an employee was preparing to clean a room and put a door stopper at the room door. The stopper slipped catching her hand between the door and its frame resulting in the amputation of her left index finger.  Employee was taken to the hospital to reattach the finger.",,,Struck by or caught in swinging door or gate,"Doors, except garage and vehicle",Amputations,,"PLANTATION, FLORIDA","Doors, except garage and vehicle",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010065,OSHA,2015010065,1/4/2015,331521,Severe Injury,Contact with hot objects or substances,"On or about January 4, 2015, an employee was injured while running a gas sample. The employee was dipping out a sample with a sample cup using tongs. When he put the cup in, the hot metal splashed on him, causing burns to the ring finger and little finger on his right hand.  The employee was admitted to the KU Medical Center in Kansas City, Kansas.",,,Contact with hot objects or substances,"Molten or hot metals, slag","Heat (thermal) burns, unspecified",,"KINGSVILLE, MISSOURI","Molten or hot metals, slag",YES,YES,"Heat (thermal) burns, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010067,OSHA,2015010067,1/4/2015,622310,Severe Injury,Fall on same level due to slipping ,"A worker slipped on an alcohol foam rug and fractured his hip on January 4, 2015.  He was hospitalized for 3 days and had therapy.",,,Fall on same level due to slipping ,"Floor, n.e.c.",Fractures,,"TULSA, OKLAHOMA","Floor, n.e.c.",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010068,OSHA,2015010068,1/5/2015,237120,Severe Injury,Other jump to lower level less than 6 feet,Employee was loading plastic pipes onto a utility trailer.  He jumped off the trailer and broke his ankle.,,,Other jump to lower level less than 6 feet,Trailers,Fractures,,"SWEENY, TEXAS",Trailers,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010069,OSHA,2015010069,1/5/2015,322211,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ",A machine operator experienced a fingertip amputation while troubleshooting a jam in the Samuel Strapper machine.,,,"Caught in running equipment or machinery during maintenance, cleaning ","Packaging, wrapping, bundling machinery",Amputations,,"BATAVIA, ILLINOIS","Packaging, wrapping, bundling machinery",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010070,OSHA,2015010070,1/5/2015,622110,Severe Injury,Fall on same level due to tripping over an object ,Worker tripped over a box at his work station.  He was hospitalized with a fractured bone by his knee.,,,Fall on same level due to tripping over an object ,"Floor, n.e.c.",Fractures,,"NORTH TARRYTOWN, NEW YORK","Floor, n.e.c.",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010071,OSHA,2015010071,1/5/2015,561210,Severe Injury,"Hitting, kicking, beating, shoving","In a unit office/housing unit where inmates are housed, an employee was seated at a desk when an inmate walked into the office. The inmate punched him first in the face and then repeatedly punched his head. His nose was injured and he lost consciousness. He was hospitalized with a concussion.",,,"Hitting, kicking, beating, shoving",Inmate or detainee in custody,Concussions,,"WINNFIELD, LOUISIANA",Inmate or detainee in custody,YES,YES,Concussions,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010072,OSHA,2015010072,1/5/2015,325411,Severe Injury,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,An employee was operating an electric ride on powered industrial truck (PIT). Employee became pinned between the PIT and a steel racking system while attempting to avoid hitting another employee.,,,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,Powered industrial carrier,"Traumatic injuries and disorders, unspecified",,"HOLBROOK, NEW YORK",Powered industrial carrier,YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Electrical,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010073,OSHA,2015010073,1/5/2015,238290,Severe Injury,Other fall to lower level 11 to 15 feet ,"A fire suppression system inadvertently went off, causing a white cloud.  Employees working on a scaffold, 24 feet above the ground, scrambled to avoid the cloud. While descending a ladder, an employee slipped and fell 10 to 12 feet.",,,Other fall to lower level 11 to 15 feet ,"Ladders, unspecified","Traumatic injuries and disorders, unspecified",,"NEDERLAND, TEXAS","Ladders, unspecified",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010074,OSHA,2015010074,1/5/2015,213112,Severe Injury,Compressed or pinched by shifting objects or equipment,Employee was working on a fluid end expendable pump using a torque wrench when his left ring finger got caught in between and was amputated - halfway through the nailbed.,,,Compressed or pinched by shifting objects or equipment,Pumps,Amputations,,"BARNHART, TEXAS",Pumps,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010075,OSHA,2015010075,1/5/2015,321911,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ","Employee was using her gloved hands to clean the glue-spreader machine while it was operational. The doctor rollers were not open, and the employee's glove got caught between the rollers, pulling her hand inside. Her right-hand ring and middle fingers were crushed.",,,"Caught in running equipment or machinery during maintenance, cleaning ","Metal, woodworking, and special material machinery, n.e.c.",Amputations,,"SAN ANTONIO, TEXAS","Metal, woodworking, and special material machinery, n.e.c.",YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010076,OSHA,2015010076,1/5/2015,311421,Severe Injury,"Exposure through intact skin, eyes, or other exposed tissue",A worker splashed caustic water on his left thigh and hand while cleaning the equipment on Line 3.  He was admitted to the hospital the next day.,,,"Exposure through intact skin, eyes, or other exposed tissue","Sodium and potassium hydroxide, potassium carbonate","Chemical burns and corrosions, unspecified",,"ROCHESTER, NEW YORK","Sodium and potassium hydroxide, potassium carbonate",YES,YES,"Chemical burns and corrosions, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010077,OSHA,2015010077,1/5/2015,488390,Severe Injury,Other fall to lower level 16 to 20 feet,An employee was climbing stairs to a shore tank to conduct temperature measurements.   The employee fell from the stairs approximately 20 feet to the bottom of the tank.,,,Other fall to lower level 16 to 20 feet,"Tank, bin, vat interiors, unspecified","Traumatic injuries and disorders, unspecified",,"CARVILLE, LOUISIANA","Tank, bin, vat interiors, unspecified",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010078,OSHA,2015010078,1/5/2015,624120,Severe Injury,Fall on same level due to slipping ,"Employee arrived at client's home, slipped on ice, and bumped her head.",,,Fall on same level due to slipping ,"Floors, walkways, ground surfaces, unspecified","Intracranial injuries, unspecified",,"ROCKFORD, ILLINOIS","Floors, walkways, ground surfaces, unspecified",YES,YES,"Intracranial injuries, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010079,OSHA,2015010079,1/5/2015,332312,Severe Injury,Compressed or pinched by shifting objects or equipment,"While stairs were being installed using a sky trak at the Plano Assisted Living facility, an employee on the ground who was directing the stair placement got his left index finger caught between a metal stud and the stair.  The employee was transported to Methodist Richardson and had surgery the next day to amputate his finger at the knuckle.",,,Compressed or pinched by shifting objects or equipment,"Structural metal materials, n.e.c.",Amputations,,"PLANO, TEXAS","Structural metal materials, n.e.c.",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010081,OSHA,2015010081,1/5/2015,221122,Severe Injury,"Slip without fall, unspecified","An employee walking from the parking lot en route to his assigned work area slipped, tearing his quadriceps tendon. The employee was discharged from the ER, but later returned to Lake West hospital that evening and was admitted. The employee has since been scheduled for surgery.",,,"Slip without fall, unspecified","Bodily motion or position of injured, ill worker","Major tears to muscles, tendons, ligaments",,"PERRY, OHIO","Bodily motion or position of injured, ill worker",YES,YES,"Major tears to muscles, tendons, ligaments",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010082,OSHA,2015010082,1/5/2015,721110,Severe Injury,"Fall on same level, n.e.c. ",A tube hill attendant at a winter resort snow tubing hill rode a tube down the hill.  On the way down the tube crossed lanes causing it to flip.  The employee was ejected and suffered a lacerated spleen resulting in hospitalization.,,,"Fall on same level, n.e.c. ",Hills,"Cuts, lacerations",,"BUSHKILL, PENNSYLVANIA",Hills,YES,YES,"Cuts, lacerations",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010083,OSHA,2015010083,1/5/2015,339940,Severe Injury,Struck by discharged object or substance,Employee's face was burned by hot plastic exploding from an injection molding machine.,,,Struck by discharged object or substance,"Plastics, resins, unspecified","Heat (thermal) burns, unspecified",,"FITCHBURG, MASSACHUSETTS","Plastics, resins, unspecified",YES,YES,"Heat (thermal) burns, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010084,OSHA,2015010084,1/5/2015,112112,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ","On or about January 5th, 2015,at approximately 1:30 pm, an employee was greasing a bearing on the Buffalo roller mill in preparation to roll corn for cattle feed.  The roller mill was being driven by a PTO.  The employees left hand was pulled by a chain into a sprocket, amputating the left index finger.  The employee was transported to Great Plains Regional Hospital with the amputated finger for treatment.",,,"Caught in running equipment or machinery during maintenance, cleaning ","Feed grinders, crushers, mixers-agricultural",Amputations,,"MAXWELL, NEBRASKA","Feed grinders, crushers, mixers-agricultural",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010085,OSHA,2015010085,1/5/2015,326122,Severe Injury,Injured by object breaking in hand ,"Employee was using a handheld grinder when the blade broke, cutting his left arm above the wrist.",,,Injured by object breaking in hand ,Hand grinders-powered,"Cuts, lacerations",,"SHERMAN, TEXAS",Hand grinders-powered,YES,YES,"Cuts, lacerations",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010087,OSHA,2015010087,1/5/2015,561720,Severe Injury,"Struck by swinging or slipping object, other than handheld, n.e.c.","A valve on a metal detector closed on an employee's finger, causing an amputation.",,,"Struck by swinging or slipping object, other than handheld, n.e.c.","Machinery, n.e.c.",Amputations,,"IXONIA, WISCONSIN","Machinery, n.e.c.",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010088,OSHA,2015010088,1/5/2015,321219,Severe Injury,"Caught in running equipment or machinery, unspecified",The employee's arm was caught at the head roller of raw material hopper Line #1.  The arm was surgically amputated to free him from the bagging machine.,,,"Caught in running equipment or machinery, unspecified","Other metal, woodworking, and special material machinery, unspecified",Amputations,,"FERNDALE, NEW YORK","Other metal, woodworking, and special material machinery, unspecified",YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010089,OSHA,2015010089,1/5/2015,623110,Severe Injury,Struck by discharged object or substance,An employee received freezing tissue-related injuries when she was sprayed with liquid oxygen while filling portable tanks.,,,Struck by discharged object or substance,Cryogenic gases,"Other burns, unspecified",,"EAU CLAIRE, WISCONSIN",Cryogenic gases,YES,YES,"Other burns, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
